1 0 95 1250
1 1 95 1250
1 2 95 1250
1 3 95 1250
1 4 95 1250
1 5 95 1250
1 6 95 1250
1 7 95 1250
1 8 95 1250
1 9 95 1250
1 10 95 1250
1 11 95 1250
1 12 95 1250
1 13 95 1250
1 14 95 1250
1 15 95 1250
1 16 95 1250
1 17 95 1250
1 18 95 1250
1 19 95 1250
1 20 95 1250
1 21 95 1250
1 22 95 1250
1 23 95 1250
1 24 95 1250
1 25 95 1250
1 26 95 1250
1 27 95 1250
1 28 95 1250
1 29 95 1250
1 30 95 1250
1 31 95 1250
1 32 95 1250
1 33 95 1250
1 34 95 1250
1 35 95 1250
1 36 95 1250
1 37 95 1250
1 38 95 1250
1 39 95 1250
1 40 95 1250
1 41 95 1250
1 42 95 1250
1 43 95 1250
1 44 95 1250
1 45 95 1250
1 46 95 1250
1 47 95 1250
1 48 95 1250
1 49 95 1250
1 50 95 1250
1 51 95 1250
1 52 95 1250
1 53 95 1250
1 54 95 1250
1 55 95 1250
1 56 95 1250
1 57 95 1250
1 58 95 1250
1 59 95 1250
1 60 95 1250
1 61 95 1250
1 62 95 1250
1 63 95 1250
1 64 95 1250
1 65 95 1250
1 66 95 1250
1 67 95 1250
1 68 95 1250
1 69 95 1250
1 70 95 1250
1 71 95 1250
1 72 95 1250
1 73 95 1250
1 74 95 1250
1 75 95 1250
1 76 95 1250
1 77 95 1250
1 78 95 1250
1 79 95 1250
1 80 95 1250
1 81 95 1250
1 82 95 1250
1 83 105 1250
1 84 105 1250
1 85 105 1250
1 86 105 1250
1 87 105 1250
1 88 105 1250
1 89 105 1250
1 90 105 1250
1 91 105 1250
1 92 105 1250
1 93 105 1250
1 94 105 1250
1 95 105 1250
1 96 105 1250
1 97 105 1250
1 98 105 1250
1 99 105 1250
1 100 105 1250
1 101 105 1250
1 102 105 1250
1 103 105 1250
1 104 105 1250
1 105 105 1250
1 106 105 1250
1 107 105 1250
1 108 105 1250
1 109 105 1250
1 110 105 1250
1 111 105 1250
1 112 105 1250
1 113 105 1250
1 114 105 1250
1 115 105 1250
1 116 105 1250
1 117 105 1250
1 118 105 1250
1 119 105 1250
1 120 105 1250
1 121 105 1250
1 122 105 1250
1 123 105 1250
1 124 105 1250
1 125 95 1250
1 126 95 1250
1 127 95 1250
1 128 95 1250
1 129 95 1250
1 130 95 1250
1 131 95 1250
1 132 95 1250
1 133 95 1250
1 134 95 1250
1 135 95 1250
1 136 95 1250
1 137 95 1250
1 138 95 1250
1 139 95 1250
1 140 95 1250
1 141 95 1250
1 142 95 1250
1 143 95 1250
1 144 95 1250
1 145 95 1250
1 146 95 1250
1 147 95 1250
1 148 95 1250
1 149 95 1250
1 150 95 1250
1 151 95 1250
1 152 95 1250
1 153 95 1250
1 154 95 1250
1 155 95 1250
1 156 95 1250
1 157 95 1250
1 158 95 1250
1 159 95 1250
1 160 95 1250
1 161 95 1250
1 162 95 1250
1 163 95 1250
1 164 95 1250
1 165 95 1250
1 166 95 1250
1 167 95 1250
1 168 95 1250
1 169 95 1250
1 170 95 1250
1 171 95 1250
1 172 95 1250
1 173 95 1250
1 174 95 1250
1 175 95 1250
1 176 95 1250
1 177 95 1250
1 178 95 1250
1 179 95 1250
1 180 95 1250
1 181 95 1250
1 182 95 1250
1 183 95 1250
1 184 95 1250
1 185 95 1250
1 186 95 1250
1 187 95 1250
1 188 95 1250
1 189 95 1250
1 190 95 1250
1 191 95 1250
1 192 95 1250
1 193 95 1250
1 194 95 1250
1 195 95 1250
1 196 95 1250
1 197 95 1250
1 198 95 1250
1 199 95 1250
